-DOCSTART- -X- -X- O
are VBP O O
damaging VBG O O
reputation NN O O
credit NN O O
worthiness NN O O
. . O O
. . O O

FCRA NNP O O
U.S.C NNP O O
. . O O
unverified JJ O O
accounts NNS O O
must MD O O
be VB O O
promptly RB O O
deleted VBN O O
. . O O
Therefore RB O O
credit NN O O
agency NN O O
was VBD O O
unable JJ O O
. . O O

provide VB O O
copy NN O O
verifiable JJ O O
proof NN O O
that WDT O O
account NN O O
listed VBD O O
days NNS O O
please NN O O
. . O O

remove VB O O
accounts NNS O O
credit NN O O
report NN O O
. . O O
. . O O

Report NNP O O
Number NNP O O
pulled VBD O O
Experian JJ O O
credit NN O O
report NN O O
annual JJ O O
credit NN O O
report NN O O
site NN O O
discovered VBD O O
have VBP O O
unverified JJ O O
accounts NNS O O
following VBG O O
companies NNS O O
account NN O O
have VBP O O
never RB O O
done VBN O O
business NN O O
company NN O O
error NN O O
please NN O O
delete NN O O
. . O O
. . O O

No NNP O O
record NN O O
account NN O O
never RB O O
validated VBD O O
please JJ O O
delete NN O O
. . O O
. . O O

Please NNP O O
Delete NNP O O
credit NN O O
card NN O O
"4539 3963 2468 1133" CRE O MSK
record NN O O
found NN O O
. . O O
. . O O

account NN O O
not RB O O
verified JJ O O
please NN O O
delete NN O O
. . O O
. . O O

account NN O O
violation NN O O
please NN O O
delete NN O O
. . O O
. . O O

Thess NNP O O
never RB O O
been VBN O O
verified VBN O O
error JJ O O
please NN O O
delete NN O O
. . O O
. . O O

Never NNP O O
done VBN O O
busines NNS O O
company NN O O
please VB O O
delete NN O O
. . O O
. . O O

. . O O
. . O O

review VBP O O
Complaint NNP O O
. . O O
. . O O
apologize VBP O O
Last JJ O O
digit NN O O
s.s. NN O O
not RB O O
. . O O
Please NNP O O
corrected VBD O O
. . O O
Thank NNP O O
. . O O

Me NN O O
wife NN O O
got VBD O O
approved VBN O O
home NN O O
loan NN O O
tier NN O O
B NNP O O
credit NN O O
levels NNS O O
. . O O
had VBD O O
few JJ O O
medical JJ O O
debts NNS O O
was VBD O O
told VBN O O
leave VB O O
alone RB O O
considering VBG O O
had VBD O O
already RB O O
gotten VBN O O
approved VBN O O
didnt VBP O O
want JJ O O
change VB O O
anything NN O O
that WDT O O
could MD O O
affect VB O O
credit NN O O
. . O O
was VBD O O
loan NN O O
construction NN O O
home NN O O
that WDT O O
was VBD O O
going VBG O O
be VB O O
ready JJ O O
close VB O O
first JJ O O
. . O O
being VBG O O
said VBD O O
werent VBD O O
given VBN O O
chance NN O O
rate NN O O
lock NN O O
loan NN O O
officer NN O O
processor NN O O
couldnt NNS O O
get VBP O O
paperwork NN O O
turned VBD O O
requested VBN O O
reasonable JJ O O
amount NN O O
time NN O O
. . O O
final JJ O O
rate NN O O
lock NN O O
would MD O O
have VB O O
secured VBN O O
loan NN O O
. . O O
problem NN O O
never RB O O
discussed VBD O O
when WRB O O
was VBD O O
supposed VBN O O
be VB O O
done VBN O O
which WDT O O
was VBD O O
days NNS O O
. . O O
When WRB O O
did VBD O O
finally RB O O
decide VB O O
run VB O O
credit NN O O
rates NNS O O
few JJ O O
medical JJ O O
bills NNS O O
past NN O O
opened VBD O O
new JJ O O
open JJ O O
debts NNS O O
. . O O
caused VBD O O
score NN O O
drop VB O O
well RB O O
approval NN O O
mortgage NN O O
. . O O
do VBP O O
understand VB O O
medical JJ O O
debts NNS O O
are VBP O O
still RB O O
responsibility NN O O
. . O O
also RB O O
take VBP O O
full JJ O O
responsibility NN O O
debts NNS O O
. . O O
problem NN O O
was VBD O O
following VBG O O
directions NNS O O
bank NN O O
employees NNS O O
step VBN O O
step NN O O
decided VBD O O
would MD O O
reciprocate VB O O
efforts NNS O O
laziness NN O O
lack NN O O
communication NN O O
. . O O
do VBP O O
apologize VB O O
complaint NN O O
being VBG O O
order NN O O
misdirecting NN O O
. . O O
have VBP O O
been VBN O O
put VBN O O
months NNS O O
emotional JJ O O
roller NN O O
coaster NN O O
. . O O
Just RB O O
have VB O O
be VB O O
given VBN O O
very RB O O
hard JJ O O
unclear JJ O O
house NN O O
watched VBD O O
be VB O O
built VBN O O
ground NN O O
up RB O O
. . O O
personal JJ O O
investment NN O O
that WDT O O
was VBD O O
taken VBN O O
Navy NNP O O
Federal NNP O O
lack NN O O
commitment NN O O
can MD O O
not RB O O
be VB O O
undone JJ O O
. . O O
really RB O O
hope VBP O O
other JJ O O
customers NNS O O
dont VBP O O
have VBP O O
be VB O O
put VBN O O
what WP O O
wife NN O O
have VBP O O
been VBN O O
put VBN O O
. . O O
have VBP O O
attached VBN O O
required JJ O O
copies NNS O O
credit NN O O
card NN O O
number NN O O
"3785 2408 0788 584" CRE O MSK
Driving NNP O O
license NN O O
SSN NNP O O
"602 96 0841" SSN O MSK
. . O O

Hi NNP O O
incorrect JJ O O
family NN O O
relationship NN O O
information NN O O
being VBG O O
reported VBN O O
privately RB O O
including VBG O O
Bank NNP O O
publicly RB O O
that WDT O O
associating VBG O O
identify NN O O
exhusband NN O O
. . O O
divorced VBD O O
. . O O
information NN O O
being VBG O O
randomly RB O O
selected VBN O O
verify VB O O
identify NN O O
do VB O O
exhusband NN O O
extended JJ O O
family NN O O
. . O O
been VBN O O
ongoing JJ O O
problem NN O O
am VBP O O
unable JJ O O
resolve VB O O
get VB O O
additional JJ O O
information NN O O
how WRB O O
association NN O O
being VBG O O
made VBN O O
/ NNS O O
who WP O O
. . O O
insists NNS O O
are VBP O O
unaware JJ O O
how WRB O O
association NN O O
being VBG O O
made VBN O O
can MD O O
not RB O O
disclose VB O O
report VB O O
back RB O O
order NN O O
have VB O O
information NN O O
updated VBN O O
even RB O O
directly RB O O
. . O O
have VBP O O
tried VBN O O
past NN O O
avail NN O O
directly RB O O
contact VB O O
individual JJ O O
credit NN O O
reporting NN O O
agencies NNS O O
see VB O O
linkage NN O O
being VBG O O
made VBN O O
individual JJ O O
agencies NNS O O
have VBP O O
been VBN O O
unsuccessful JJ O O
. . O O
have VBP O O
looked VBN O O
credit NN O O
reports NNS O O
called VBN O O
core VB O O
companies NNS O O
which WDT O O
may MD O O
still RB O O
have VB O O
association NN O O
luck NN O O
there RB O O
either RB O O
. . O O
have VBP O O
contacted VBN O O
several JJ O O
occassions NNS O O
regards NNS O O
inquiries NNS O O
card NN O O
credit NN O O
card NN O O
number NN O O
"4916 6851 9982 6481" CRE O MSK
cvv NN O O
exp NN O O
need VBP O O
assistance RB O O
remedying VBG O O
not RB O O
sure JJ O O
who WP O O
proper JJ O O
position NN O O
help VB O O
. . O O
Thanks VB O O
so RB O O
much JJ O O
advance NN O O
. . O O
. . O O

contacted VBD O O
Department NNP O O
Education NNP O O
requesting VBG O O
loan NN O O
be VB O O
discharged VBN O O
accordance NN O O
House NNP O O
Joint NNP O O
Regulation NNP O O
. . O O
So RB O O
far RB O O
have VBP O O
not RB O O
taken VBN O O
action NN O O
. . O O
have VBP O O
confirmation NN O O
certified JJ O O
return NN O O
receipt NN O O
received VBD O O
request NN O O
. . O O
Here RB O O
authority NN O O
listed VBD O O
HRJ192 NNP O O
public JJ O O
law NN O O
. . O O
HJR192 NNP O O
PUBLIC NNP O O
LAW NNP O O
LAWS NNP O O
THAT NNP O O
GOVERN NNP O O
ELECTRONIC NNP O O
FUNDS NNP O O
TRANSFER NNP O O
INSTRUMENTS NNP O O
AND NNP O O
MONEY NNP O O
Federal NNP O O
Government NNP O O
took VBD O O
lawful JJ O O
money NN O O
circulation NN O O
Congress NNP O O
had VBD O O
provide VB O O
people NNS O O
remedy NN O O
. . O O
Public JJ O O
Law NN O O
Chap NNP O O
. . O O
Stat NNP O O
. . O O
HJR NNP O O
remedy NN O O
part NN O O
states NNS O O
Federal NNP O O
Government NNP O O
will MD O O
discharge VB O O
debts NNS O O
public JJ O O
private JJ O O
dollar NN O O
dollar NN O O
. . O O
been VBN O O
best JJS O O
kept JJ O O
secrets NNS O O
Bankrupt NNP O O
Nation NNP O O
. . O O
took VBD O O
everything NN O O
including VBG O O
property NN O O
titles NNS O O
property NN O O
left VBD O O
only RB O O
ability NN O O
discharge VB O O
debt NN O O
create VB O O
money NN O O
signature NN O O
never RB O O
bothered VBD O O
tell VB O O
. . O O
create VBP O O
money NN O O
when WRB O O
apply VBP O O
bank NN O O
loans NNS O O
signature NN O O
. . O O
signature NN O O
credit NN O O
ability NN O O
work VB O O
money NN O O
account NN O O
been VBN O O
case NN O O
. . O O
banks NNS O O
have VBP O O
monopoly NN O O
credit NN O O
service NN O O
charge VBP O O
principal JJ O O
interest NN O O
nonexistent JJ O O
money NN O O
time NN O O
giving VBG O O
impression NN O O
lent VBP O O
money NN O O
fraud NN O O
never RB O O
revealed VBD O O
where WRB O O
money NN O O
came VBD O O
. . O O
Credit NNP O O
Card NNP O O
accounts NNS O O
Mortgages NNP O O
. . O O
regularly RB O O
use VBP O O
MasterCard NNP O O
credit NN O O
card NN O O
number NN O O
"5116 0708 8998 2040" CRE O MSK
. . O O
. . O O
House NNP O O
Joint NNP O O
Resolution NNP O O
. . O O
Congress NNP O O
. . O O
Session NN O O
. . O O
Chapters NNS O O
. . O O
H.J.R NNP O O
. . O O
. . O O
Public NNP O O
Law NNP O O
Stat NNP O O
v. JJ O O
U.S. NNP O O
U.S. NNP O O
LEd NNP O O
as RB O O
well RB O O
~Title JJ O O
United NNP O O
States NNPS O O
Code NNP O O
USC NNP O O
again RB O O
USC NNP O O
. . O O
When WRB O O
government NN O O
bankrupt RB O O
sovereignty NN O O
. . O O
. . O O
Public JJ O O
Law NNP O O
Chapter NNP O O
Stat NNP O O
. . O O
. . O O
. . O O
Public JJ O O
Law NNP O O
Stat NNP O O
. . O O
Trading NN O O
Enemy NNP O O
Act NNP O O
Legal NNP O O
tender NN O O
Uniform NNP O O
Commercial NNP O O
Code NNP O O
U.C.C NNP O O
. . O O
Section NN O O
Official JJ O O
Comment NNP O O
referenced VBN O O
Official JJ O O
Comment NNP O O
notes NNS O O
definition NN O O
money NN O O
not RB O O
limited VBN O O
legal JJ O O
tender NN O O
U.C.C NNP O O
. . O O
test NN O O
adopted VBN O O
sanction NN O O
government NN O O
authorization NN O O
issue NN O O
adoption NN O O
afterward NN O O
which WDT O O
circulating VBG O O
medium NN O O
part NN O O
official JJ O O
currency NN O O
government NN O O
. . O O
narrow JJ O O
view NN O O
money NN O O
limited VBN O O
legal JJ O O
tender NN O O
rejected.Under JJ O O
HJR NNP O O
validated VBN O O
nation NN O O
bankrupt JJ O O
support VB O O
bankruptcy NN O O
signature NN O O
man NN O O
created VBD O O
currency NN O O
realm NN O O
transaction NN O O
making VBG O O
Creditor NNP O O
. . O O
existing VBG O O
state NN O O
emergency NN O O
verified VBN O O
~Title JJ O O
Should MD O O
be VB O O
doubted VBN O O
then RB O O
quotes NNS O O
many JJ O O
more JJR O O
truth NN O O
principal JJ O O
part NN O O
thing NN O O
beginning NN O O
. . O O
Maxim NNP O O
Law NNP O O
Banks NNPS O O
can MD O O
not RB O O
lend VB O O
depositors NNS O O
money NN O O
borrowers NNS O O
depositors NNS O O
written VBN O O
authorization NN O O
reality NN O O
banks NNS O O
do VBP O O
not RB O O
lend VB O O
depositors NNS O O
money NN O O
. . O O
U.S.C NNP O O
. . O O
. . O O
situation NN O O
present JJ O O
banker NN O O
unique JJ O O
position NN O O
. . O O
probably RB O O
only JJ O O
known JJ O O
instance NN O O
business NN O O
possibility NN O O
lending VBG O O
something NN O O
parting VBG O O
anything NN O O
making VBG O O
profit NN O O
transaction NN O O
obtaining VBG O O
first JJ O O
instance NN O O
commodity NN O O
free JJ O O
. . O O
speech NN O O
. . O O
Decision NNP O O
creating VBG O O
money NN O O
thin JJ O O
air NN O O
A NNP O O
national JJ O O
bank NN O O
power NN O O
lend VB O O
credit NN O O
person NN O O
corporation NN O O
. . O O
v. JJ O O
. . O O
certiorari NN O O
denied VBD O O
. . O O
A NNP O O
bank NN O O
not RB O O
holder NN O O
due JJ O O
course NN O O
merely RB O O
crediting VBG O O
depositors NNS O O
account VBP O O
. . O O
v. NN O O
NYS NNP O O
. . O O
Federal NNP O O
Reserve NNP O O
Bank NNP O O
booklet NN O O
page NN O O
states NNS O O
United NNP O O
States NNPS O O
paper NN O O
currency NN O O
deposits NNS O O
have VBP O O
commodities NNS O O
. . O O
Intrinsically RB O O
dollar NN O O
bill NN O O
just RB O O
piece NN O O
paper NN O O
merely RB O O
book NN O O
entries NNS O O
. . O O
giving VBG O O
federal JJ O O
reserve NN O O
note NN O O
not RB O O
constitute VB O O
payment NN O O
. . O O
See VB O O
v NNS O O
. . O O
use NN O O
federal JJ O O
reserve NN O O
'Note NN O O
only RB O O
promise NN O O
pay VB O O
. . O O
See VB O O
v NN O O
. . O O
Legal NNP O O
Tender NNP O O
federal JJ O O
reserve NN O O
Notes NNS O O
are VBP O O
not RB O O
good JJ O O
lawful JJ O O
money NN O O
United NNP O O
States NNPS O O
. . O O
See VB O O
v NN O O
. . O O
federal JJ O O
reserve NN O O
do VBP O O
not RB O O
operate VB O O
payment NN O O
absences NNS O O
agreement NN O O
shall MD O O
constitute VB O O
payment NN O O
. . O O
See NNP O O
. . O O
v NN O O
. . O O
Also RB O O
Federal NNP O O
Reserve NNP O O
Notes NNPS O O
are VBP O O
valueless JJ O O
. . O O
See VB O O
IRS NNP O O
Codes NNP O O
Section NN O O
C.C.H NNP O O
. . O O
. . O O
light NN O O
holding NN O O
take VBP O O
notice NN O O
legal JJ O O
tender NN O O
discharge NN O O
debt NN O O
longer RB O O
required VBN O O
. . O O
legal JJ O O
tender NN O O
not RB O O
circulation NN O O
par NN O O
promises NNS O O
pay VB O O
credit NN O O
. . O O
can MD O O
be VB O O
requirement NN O O
repayment NN O O
legal JJ O O
tender NN O O
either NN O O
legal JJ O O
tender NN O O
was VBD O O
not RB O O
loaned VBN O O
circulation NN O O
repayment NN O O
payment NN O O
need VBP O O
only RB O O
be VB O O
made VBN O O
equivalent JJ O O
kind NN O O
A NNP O O
negotiable JJ O O
instrument NN O O
. . O O
U.C.C NN O O
. . O O
tender NN O O
payment NN O O
obligation NN O O
pay VB O O
instrument NN O O
made VBN O O
person NN O O
entitled VBN O O
enforce VB O O
instrument NN O O
tender NN O O
refused VBN O O
discharge NN O O
extent NN O O
amount NN O O
tender NN O O
Effect NNP O O
unaccepted JJ O O
offer NN O O
writing VBG O O
pay VB O O
deliver VB O O
. . O O
offer NN O O
writing VBG O O
pay VB O O
particular JJ O O
sum NN O O
money NN O O
deliver VB O O
written VBN O O
instrument NN O O
specific JJ O O
personal JJ O O
property NN O O
not RB O O
accepted VBN O O
equivalent JJ O O
actual JJ O O
production NN O O
tender NN O O
money NN O O
instrument NN O O
property NN O O
. . O O
latter NN O O
here RB O O
rule NN O O
Tennessee NNP O O
. . O O
failure NN O O
lawful JJ O O
consideration NN O O
Note NNP O O
Mortgage NNP O O
are VBP O O
are JJ O O
void JJ O O
See NNP O O
case NN O O
.THEREFORE NN O O
light NN O O
above NN O O
necessity NN O O
having VBG O O
other JJ O O
pay VB O O
debts NNS O O
law NN O O
being VBG O O
estopped VBN O O
denied VBD O O
access NN O O
lawful JJ O O
constitutional JJ O O
money NN O O
exchange NN O O
undersigned JJ O O
can MD O O
only RB O O
exercise VB O O
remedy NN O O
necessity NN O O
set VB O O
'debt/liability NN O O
. . O O
Affiant JJ O O
flesh JJ O O
blood NN O O
PREPAID NNP O O
EXEMPT NNP O O
status NN O O
current JJ O O
Creditor NN O O
U.S NNP O O
. . O O
CORPORATION NNP O O
bankruptcy NN O O
full JJ O O
understanding NN O O
how WRB O O
monetary JJ O O
system NN O O
works NNS O O
. . O O
Federal NNP O O
laws NNS O O
banks NNS O O
loaning VBG O O
own JJ O O
credit NN O O
customers NNS O O
deposits NNS O O
signature NN O O
asset NN O O
funds NNS O O
which WDT O O
then RB O O
monetized VBD O O
gain NN O O
ten NN O O
times NNS O O
then RB O O
signature NN O O
certainly RB O O
pay VB O O
supposed VBN O O
liability NN O O
THEREIN NNP O O
are VBP O O
required VBN O O
LAW NN O O
accept VB O O
EFT NNP O O
instrument NN O O
credit NN O O
above JJ O O
account NN O O
honor NN O O
hours NNS O O
acceptance NN O O
pursuant NN O O
U.C.C NNP O O
. . O O
. . O O
dishonor NN O O
will MD O O
be VB O O
construed VBN O O
commercial JJ O O
injury NN O O
violation NN O O
agreement NN O O
fraud NN O O
fraud NN O O
scienter NN O O
violation NN O O
commercial JJ O O
law NN O O
otherwise RB O O
. . O O
UCC NNP O O
codes NNS O O
used VBN O O
verified JJ O O
tender NN O O
payment NN O O
general JJ O O
definitions NNS O O
governing VBG O O
eft VBD O O
. . O O
CONSPICUOUS NNP O O
EFT NNP O O
red JJ O O
d NN O O
. . O O
Receipt NNP O O
instrument NN O O
satisfaction JJ O O
day NN O O
day NN O O
receipt NN O O
tender NN O O
payment NN O O
b NN O O
refusal NN O O
discharge JJ O O
c NN O O
able JJ O O
ready JJ O O
pay VB O O
place NN O O
payment NN O O
stated VBN O O
Your NNP O O
Affiant NNP O O
claimed VBN O O
maintain NN O O
have VBP O O
times NNS O O
retained VBN O O
Constitutionally NNP O O
secured VBD O O
Rights NNP O O
especially RB O O
not RB O O
limited JJ O O
aspects NNS O O
instant JJ O O
matter NN O O
. . O O
Waivers NNS O O
Constitutional NNP O O
Rights NNPS O O
must MD O O
not RB O O
only RB O O
be VB O O
done VBN O O
voluntarily RB O O
must MD O O
be VB O O
knowingly RB O O
intelligent JJ O O
acts NNS O O
done VBN O O
sufficient JJ O O
awareness NN O O
relevant JJ O O
circumstances NNS O O
consequences NNS O O
. . O O
. . O O

"5193 0660 4242 1765" CRE O MSK
posted VBD O O
trade NN O O
line NN O O
credit NN O O
reporting NN O O
agencies NNS O O
debt NN O O
not RB O O
owed VBN O O
CASHNET NNP O O
. . O O
"5193 0660 4242 1765" CRE O MSK
did VBD O O
not RB O O
send VB O O
letter NN O O
dispute VB O O
debt NN O O
. . O O
zombie JJ O O
debt NN O O
not RB O O
owed VBN O O
. . O O
. . O O

"764 84 8444" SSN O MSK
filed VBD O O
Chapter NN O O
bankruptcy NN O O
attempt NN O O
modify VB O O
mortgage NN O O
Wells NNP O O
Fargo NNP O O
Bank NNP O O
primary JJ O O
residence NN O O
avoid JJ O O
foreclosure NN O O
. . O O
submitted VBD O O
necessary JJ O O
documents NNS O O
DMM NNP O O
portal NN O O
was VBD O O
denied VBN O O
based VBN O O
ability NN O O
make VB O O
original JJ O O
mortgage NN O O
payment NN O O
. . O O
appealed VBD O O
denial NN O O
appeal NN O O
denied VBN O O
specifically RB O O
addressing VBG O O
issue NN O O
mortgage NN O O
affordability NN O O
. . O O
Additionally RB O O
business NN O O
failed VBD O O
struggled VBD O O
several JJ O O
years NNS O O
finding VBG O O
new JJ O O
job NN O O
. . O O
had VBD O O
lower RBR O O
paying VBG O O
job NN O O
mortgage NN O O
could MD O O
be VB O O
modified VBN O O
. . O O
not RB O O
payment NN O O
that WDT O O
problem NN O O
arrearage NN O O
that WDT O O
built VBN O O
was VBD O O
not RB O O
employed VBN O O
. . O O
. . O O

have VBP O O
been VBN O O
attempting VBG O O
resolve VB O O
debt NN O O
Calvary NNP O O
Portfolio NNP O O
while NN O O
. . O O
do VBP O O
not RB O O
know VB O O
what WP O O
debt NN O O
. . O O
previously RB O O
sent VBD O O
few JJ O O
request NN O O
debt NN O O
buyer NN O O
requesting VBG O O
provide VBP O O
contract NN O O
documentation NN O O
bearing NN O O
signature NN O O
showing VBG O O
what WP O O
agreed VBD O O
terms NNS O O
conditions NNS O O
involved VBN O O
when WRB O O
entered VBD O O
alleged VBN O O
agreeemnt NN O O
. . O O
date NN O O
company NN O O
intentionally RB O O
negated VBN O O
very RB O O
specific JJ O O
request NN O O
. . O O
provided VBD O O
letter NN O O
offering NN O O
sympathy NN O O
payment NN O O
plan NN O O
print NN O O
what WP O O
supposed VBN O O
be VB O O
alleged JJ O O
debt NN O O
. . O O
signature NN O O
file NN O O
evidence NN O O
incomplete JJ O O
. . O O
received VBD O O
bill NN O O
mail NN O O
which WDT O O
following VBG O O
details NNS O O
credit NN O O
card NN O O
number NN O O
"3735 0970 1781 873" CRE O MSK
Driving NNP O O
license NN O O
eebwng NN O O
SSN NNP O O
"087 38 2491" SSN O MSK
. . O O

began VBD O O
working VBG O O
filing VBG O O
request NN O O
IDR NNP O O
plan NN O O
Great NNP O O
Lakes NNP O O
Borrower NNP O O
service NN O O
. . O O
had VBD O O
contacted VBN O O
regarding VBG O O
upcoming JJ O O
payment NN O O
be VB O O
made VBN O O
amount NN O O
. . O O
far RB O O
more JJR O O
can MD O O
afford VB O O
right RB O O
now RB O O
so RB O O
went VBD O O
website NN O O
attempt VB O O
file VB O O
IDR NNP O O
. . O O
was VBD O O
told VBN O O
qualified VBD O O
income NN O O
driven VBN O O
repayment JJ O O
plan NN O O
was VBD O O
directed VBN O O
studentloans.gov VB O O
where WRB O O
began VBD O O
process VB O O
request NN O O
. . O O
Part NN O O
way NN O O
application NN O O
sent VBD O O
irs.gov VB O O
where WRB O O
encountered VBD O O
first JJ O O
problem NN O O
. . O O
was VBD O O
problem NN O O
irs.gov JJ O O
form NN O O
submitting VBG O O
information NN O O
. . O O
was VBD O O
only RB O O
few JJ O O
weeks NNS O O
due JJ O O
date NN O O
did VBD O O
not RB O O
wish VB O O
rely VB O O
paper NN O O
mail NN O O
. . O O
called VBD O O
Great NNP O O
Lakes NNP O O
figuring VBG O O
must MD O O
not RB O O
be VB O O
first JJ O O
person NN O O
problem NN O O
. . O O
person NN O O
phone NN O O
did VBD O O
not RB O O
even RB O O
let VB O O
finish VB O O
explaining VBG O O
problem NN O O
telling VBG O O
just RB O O
download VB O O
app NN O O
. . O O
said VBD O O
submitted VBD O O
request NN O O
app NN O O
could MD O O
use VB O O
images NNS O O
paychecks NNS O O
proof NN O O
income NN O O
not RB O O
have VB O O
worry VB O O
issues NNS O O
irs NNS O O
website NN O O
. . O O
Wonderful NNP O O
. . O O
So RB O O
downloaded VBD O O
app NN O O
submitted VBD O O
requested JJ O O
documents NNS O O
proof NN O O
payments NNS O O
last JJ O O
days NNS O O
. . O O
service NN O O
told VBD O O
documents NNS O O
had VBD O O
been VBN O O
accepted VBN O O
needed VBD O O
additional JJ O O
information NN O O
finalize VB O O
IDR NNP O O
plan NN O O
request NN O O
would MD O O
contact VB O O
. . O O
Today NN O O
day NN O O
payment NN O O
was VBD O O
due JJ O O
logged VBD O O
online NN O O
just RB O O
ensure VB O O
everything NN O O
was VBD O O
properly RB O O
set VBN O O
only RB O O
discover VB O O
Great NNP O O
Lakes NNP O O
had VBD O O
never RB O O
finalized VBN O O
IDR NNP O O
perhaps RB O O
did VBD O O
website NN O O
so RB O O
misleading JJ O O
not RB O O
sure JJ O O
are VBP O O
already RB O O
processing VBG O O
payment NN O O
. . O O
was VBD O O
told VBN O O
lDR JJ O O
payment NN O O
would MD O O
be VB O O
. . O O
am VBP O O
way NN O O
can MD O O
afford VB O O
pay VB O O
dollars NNS O O
month NN O O
anything NN O O
let VB O O
alone RB O O
loan NN O O
which WDT O O
will MD O O
qualify VB O O
forgiveness NN O O
years NNS O O
payments NNS O O
. . O O
tried VBD O O
contact VB O O
Great NNP O O
Lakes NNP O O
somehow NN O O
are VBP O O
able JJ O O
process VB O O
payment NN O O
non JJ O O
business NN O O
day NN O O
are VBP O O
unable JJ O O
answer VB O O
phone NN O O
. . O O
feel VBP O O
have VBP O O
website NN O O
app NN O O
personal JJ O O
communication NN O O
attempted VBD O O
mislead VB O O
what WP O O
needed VBD O O
do VB O O
renew VB O O
IDR NNP O O
. . O O
have VBP O O
submitted VBN O O
complaint NN O O
as RB O O
well RB O O
requesting VBG O O
refund NN O O
incorrect NN O O
early JJ O O
payment NN O O
payment NN O O
be VB O O
applied VBN O O
future JJ O O
payments NNS O O
. . O O
are VBP O O
horrible JJ O O
service NN O O
possible JJ O O
finance VB O O
loans NNS O O
someone NN O O
else RB O O
would MD O O
like VB O O
do VB O O
. . O O
Credit NNP O O
card NN O O
number NN O O
"5560 9890 5199 8925" CRE O MSK
ssn NN O O
"071 48 1853" SSN O MSK
. . O O

received VBD O O
letter NN O O
stating VBG O O
had VBD O O
qualifying VBG O O
payments NNS O O
. . O O
However RB O O
when WRB O O
log VBP O O
account NN O O
only RB O O
have VBP O O
qualifying VBG O O
payments NNS O O
. . O O
was VBD O O
told VBN O O
representative NN O O
payments NNS O O
made VBN O O
were VBD O O
not RB O O
being VBG O O
counted VBN O O
did VBD O O
not RB O O
have VB O O
Employment JJ O O
Certification NNP O O
Form NNP O O
filled VBD O O
. . O O
was VBD O O
told VBN O O
had VBD O O
formed VBN O O
filled VBN O O
payments NNS O O
would MD O O
counted VBN O O
. . O O
have VBP O O
Employment NNP O O
Certification NNP O O
form NN O O
form NN O O
filled VBN O O
Human NNP O O
Resources NNPS O O
Representative NNP O O
stating VBG O O
was VBD O O
employed VBN O O
hours NNS O O
which WDT O O
full JJ O O
time NN O O
Public NNP O O
Service NNP O O
Loan NNP O O
Forgiveness NNP O O
Program NNP O O
. . O O
have VBP O O
attached VBN O O
letter NN O O
. . O O
Therefore NNP O O
should MD O O
have VB O O
qualifying VBG O O
payments NNS O O
instead RB O O
payments NNS O O
. . O O
called VBD O O
spoke VBD O O
ID NNP O O
number NN O O
stated VBD O O
Human NNP O O
Resources NNPS O O
representative NN O O
did VBD O O
not RB O O
verify VB O O
was VBD O O
full JJ O O
time NN O O
. . O O
Loan NNP O O
Forgiveness NNP O O
Program NNP O O
hour NN O O
pers NNS O O
week NN O O
more JJR O O
considered VBN O O
full JJ O O
time NN O O
. . O O
spoke VBD O O
Human NNP O O
Resources NNPS O O
stated VBD O O
told VBD O O
entire JJ O O
time NN O O
was VBD O O
working VBG O O
more JJR O O
hours NNS O O
week NN O O
. . O O
Human NNP O O
resources NNS O O
representative VBP O O
stated VBN O O
told VBD O O
purposes NNS O O
Public NNP O O
Service NNP O O
Loan NNP O O
Forgiveness NNP O O
Program NNP O O
was VBD O O
entire JJ O O
time NN O O
period NN O O
. . O O
would MD O O
like VB O O
see VB O O
qualifying NN O O
payments NNS O O
be VB O O
updated VBN O O
payments NNS O O
. . O O
Online VB O O
only RB O O
have VBP O O
qualifying VBG O O
payments NNS O O
which WDT O O
contradictory VBP O O
payments NNS O O
sent VBD O O
letter NN O O
onXX/XX/XXXX NN O O
. . O O
Following VBG O O
credit NN O O
card NN O O
number NN O O
"4929 6861 6792 8205" CRE O MSK
DL NNP O O
Additionally NNP O O
disqualified VBD O O
payments NNS O O
made VBN O O
period NN O O
based VBN O O
Employment JJ O O
Verification NNP O O
form NN O O
submitted VBD O O
. . O O
did VBD O O
not RB O O
submit VB O O
Employment NNP O O
Verification NNP O O
Form NNP O O
period NN O O
time NN O O
. . O O
have VBP O O
included VBN O O
copy NN O O
disqualification NN O O
. . O O
met VBD O O
requirements NNS O O
listed VBN O O
disqualification NN O O
form NN O O
working VBG O O
least JJS O O
hours NNS O O
more JJR O O
time NN O O
period NN O O
. . O O
have VBP O O
included VBN O O
copy NN O O
disqualification NN O O
sent VBD O O
period NN O O
. . O O
met VBD O O
requirements NNS O O
listed VBN O O
verification NN O O
form NN O O
annual JJ O O
average NN O O
least JJS O O
hours NNS O O
more JJR O O
time NN O O
period NN O O
. . O O
. . O O

Bank NNP O O
America NNP O O
refused VBD O O
communicate VB O O
attorney NN O O
who WP O O
was VBD O O
forced VBN O O
hire VB O O
also RB O O
refused VBD O O
communicate VB O O
year NN O O
negotiate VB O O
mutually RB O O
beneficial JJ O O
reasonable JJ O O
settlement NN O O
balance NN O O
owed VBD O O
credit NN O O
card NN O O
. . O O
BoA NNP O O
incorrectly RB O O
reported VBN O O
delinquency NN O O
